"task_id","data_id","method","hm","tol","active_ratio_q","iterations","runtime","time_init","time_loop","time_local","time_global","time_total","time_elbo","memory_peak","memory_total","ELBO","AUROC","AUPRC","TP","FP","TN","FN","precision","recall","FPR"
7,7,"AFE",0.05,0.01,0.005,451,1038.037,162.451,367.780999999996,489.125999999992,219.675999999993,858.372478961945,124.508000000002,3776.9,76.9000000000001,-155924998.539176,0.966415281780723,0.68878994108381,21,15,2999957,7,0.583333333333333,0.75,5.00004666710223e-06
7,7,"AFI",0.05,0.01,0.005,459,834.116,161.355,155.561999999993,278.937999999992,223.687000000016,655.284563302994,127.047000000004,3566,77.4000000000001,-155924998.58981,0.966167303275781,0.688791137551613,21,15,2999957,7,0.583333333333333,0.75,5.00004666710223e-06
7,7,"AFIO",0.05,0.01,0.005,459,740.127,161.36,155.660999999998,278.901,223.382000000009,561.461745023727,33.6070000000027,3634,77.4000000000001,-155924998.58981,0.966167303275781,0.688791137551613,21,15,2999957,7,0.583333333333333,0.75,5.00004666710223e-06
7,7,"RF",0.05,0.01,0.005,449,1060.792,147.913,426.103999999999,544.660000000008,216.125000000008,896.540543794632,122.773999999999,3983.5,76.7,-155925016.353666,0.966358769348512,0.688833781012211,21,17,2999955,7,0.552631578947368,0.75,5.66671955604919e-06
7,7,"Vanilla",0.05,0.01,0.005,451,1358.094,147.931,748.172000000003,861.284000000004,203.782999999999,1192.51617407799,115.103000000001,3945.3,77.4000000000001,-155924998.529037,0.966380793363593,0.688820242112664,21,15,2999957,7,0.583333333333333,0.75,5.00004666710223e-06
8,8,"AFE",0.05,0.01,0.005,449,954.867,147.574,336.397999999998,448.770999999999,205.425000000004,790.816290855408,113.194999999996,3776.9,76.7,-155953649.655674,0.995718349274529,0.569677618896598,27,17,2999945,11,0.613636363636364,0.710526315789474,5.66673844535364e-06
8,8,"AFI",0.05,0.01,0.005,454,770.91,147.356,147.214,260.778999999997,208.465999999991,607.483697652817,114.647999999996,3566,77.1000000000001,-155953649.70029,0.995715498361225,0.569677534324444,27,17,2999945,11,0.613636363636364,0.710526315789474,5.66673844535364e-06
8,8,"AFIO",0.05,0.01,0.005,454,684.554,147.74,143.696,257.025999999996,208.154000000003,520.551820039749,31.8579999999965,3634,77.1000000000001,-155953649.70029,0.995715498361225,0.569677534324444,27,17,2999945,11,0.613636363636364,0.710526315789474,5.66673844535364e-06
8,8,"RF",0.05,0.01,0.005,448,1008.931,147.486,402.140000000006,513.914000000002,205.592000000004,845.273894548416,113.505000000001,3983.5,76.7,-155953649.655318,0.995723752851747,0.569677895006722,27,17,2999945,11,0.613636363636364,0.710526315789474,5.66673844535364e-06
8,8,"Vanilla",0.05,0.01,0.005,448,1345.338,147.607,736.445000000002,848.842000000002,205.346000000002,1180.09595823288,113.727000000001,3945.3,77.2,-155953649.652366,0.995724226541957,0.569677920640836,27,17,2999945,11,0.613636363636364,0.710526315789474,5.66673844535364e-06
9,9,"AFE",0.05,0.01,0.005,446,1345.39,207.748,486.709000000018,634.866000000023,294.833000000001,1114.95702195168,152.780999999991,3776.9,76.5,-155953419.849294,0.999940399503329,0.925034827883084,23,4,2999971,2,0.851851851851852,0.92,1.33334444453704e-06
9,9,"AFI",0.05,0.01,0.005,451,1055.63,207.585,197.810999999995,346.181999999993,294.826999999988,825.587560653687,152.313000000007,3566,76.9000000000001,-155953419.954362,0.999940426170218,0.925059600350856,23,4,2999971,2,0.851851851851852,0.92,1.33334444453704e-06
9,9,"AFIO",0.05,0.01,0.005,451,892.858999999999,191.39,183.159999999996,326.449000000001,282.396999999989,680.59229183197,40.8140000000085,3634,76.9000000000001,-155953419.954362,0.999940426170218,0.925059600350856,23,4,2999971,2,0.851851851851852,0.92,1.33334444453704e-06
9,9,"RF",0.05,0.01,0.005,446,1443.732,210.105,592.490000000004,741.935000000005,296.893999999999,1210.17641210556,154.222999999994,3983.5,76.5,-155953419.839212,0.999940346169551,0.925084209121912,23,4,2999971,2,0.851851851851852,0.92,1.33334444453704e-06
9,9,"Vanilla",0.05,0.01,0.005,446,1969.562,205.767,1122.302,1271.723,296.113,1739.20629525185,154.168000000001,3945.3,77.0999999999999,-155953419.837057,0.999940346169551,0.925084209121912,23,4,2999971,2,0.851851851851852,0.92,1.33334444453704e-06
10,10,"AFE",0.05,0.01,0.005,450,989.778,153.984,346.870000000003,462.643999999998,213.167999999995,818.884161710739,118.898000000001,3776.9,76.8000000000002,-155928877.729143,0.998937026650351,0.725689735698225,28,15,2999954,3,0.651162790697674,0.903225806451613,5.00005166720056e-06
10,10,"AFI",0.05,0.01,0.005,455,791.973,152.853,147.585,264.247000000005,214.216000000008,622.24151468277,119.519999999998,3566,77.1000000000001,-155928877.817035,0.998952736490105,0.725689897317617,28,15,2999954,3,0.651162790697674,0.903225806451613,5.00005166720056e-06
10,10,"AFIO",0.05,0.01,0.005,455,704.946999999999,153.309,147.57300000001,263.722000000002,213.32599999997,534.314771652222,32.9979999999923,3634,77.1000000000001,-155928877.817035,0.998952736490105,0.725689897317617,28,15,2999954,3,0.651162790697674,0.903225806451613,5.00005166720056e-06
10,10,"RF",0.05,0.01,0.005,450,1029.134,149.212,408.036,522.719999999997,210.363999999993,863.552489042282,117.967000000003,3983.5,76.8000000000002,-155928877.814285,0.998934671787307,0.725689821709104,28,15,2999954,3,0.651162790697674,0.903225806451613,5.00005166720056e-06
10,10,"Vanilla",0.05,0.01,0.005,449,1373.17,149.832,757.264999999996,870.994999999999,205.527000000003,1205.58311104774,116.622999999999,3945.3,77.3,-155928877.727884,0.99893432769773,0.725689827470396,28,15,2999954,3,0.651162790697674,0.903225806451613,5.00005166720056e-06
12,12,"AFE",0.05,0.01,0.005,452,3370.714,521.791000000001,1247.59099999996,1575.24699999998,796.178000000016,2792.42566180229,340.131999999945,3776.9,76.9000000000001,-155955771.032255,0.998239360914887,0.749953790401963,22,13,2999963,2,0.628571428571429,0.916666666666667,4.33336800027734e-06
12,12,"AFI",0.05,0.01,0.005,457,2644.132,521.727000000001,502.451999999988,834.454999999982,805.281999999981,2065.566157341,343.971000000005,3566,77.3000000000002,-155955771.077169,0.998235638662887,0.749953469102602,22,13,2999963,2,0.628571428571429,0.916666666666667,4.33336800027734e-06
12,12,"AFIO",0.05,0.01,0.005,457,2388.007,521.703000000001,502.053000000027,832.877000000002,804.979000000018,1809.00199389458,89.3389999999927,3634,77.3000000000002,-155955771.077169,0.998235638662887,0.749953469102602,22,13,2999963,2,0.628571428571429,0.916666666666667,4.33336800027734e-06
12,12,"RF",0.05,0.01,0.005,451,3516.006,521.878,1433.53800000001,1761.139,794.519999999984,2937.53026223183,340.324999999997,3983.5,76.9000000000001,-155955789.287285,0.998233944204887,0.717911920761207,22,15,2999961,2,0.594594594594595,0.916666666666667,5.00004000032e-06
12,12,"Vanilla",0.05,0.01,0.005,451,4837.295,521.552,2740.94699999999,3072.05,797.455000000014,4255.56506228447,343.771000000001,3945.3,77.4000000000001,-155955771.021285,0.998243374835888,0.749954114197472,22,13,2999963,2,0.628571428571429,0.916666666666667,4.33336800027734e-06
13,13,"AFE",0.05,0.01,0.005,449,3414.177,521.928,1287.66600000002,1616.56100000003,795.374999999993,2834.40347385406,340.952000000032,3776.9,76.7,-155933502.57459,0.995641103248536,0.710139276895965,22,15,2999959,4,0.594594594594595,0.846153846153846,5.00004333370889e-06
13,13,"AFI",0.05,0.01,0.005,454,2673.881,522.043,534.385000000028,866.255000000021,802.029000000011,2094.23552680016,343.813000000011,3566,77.1000000000001,-155933502.643742,0.995642398131553,0.710139288464068,22,15,2999959,4,0.594594594594595,0.846153846153846,5.00004333370889e-06
13,13,"AFIO",0.05,0.01,0.005,454,2443.681,522.311000000002,549.918999999949,882.67500000009,803.722000000032,1863.17623305321,94.5759999999991,3634,77.1000000000001,-155933502.643742,0.995642398131553,0.710139288464068,22,15,2999959,4,0.594594594594595,0.846153846153846,5.00004333370889e-06
13,13,"RF",0.05,0.01,0.005,449,3640.532,521.969,1553.41400000002,1882.88099999999,795.620000000025,3062.03221178055,341.422999999997,3983.5,76.7,-155933502.564225,0.995646872529306,0.710139123563879,22,14,2999960,4,0.611111111111111,0.846153846153846,4.66670711146163e-06
13,13,"Vanilla",0.05,0.01,0.005,449,5048.083,522.135,2952.77000000001,3284.05300000002,796.340000000005,4465.48582291603,342.592999999999,3945.3,77.3,-155933502.561365,0.995647487919254,0.710139403970383,22,14,2999960,4,0.611111111111111,0.846153846153846,4.66670711146163e-06
14,14,"AFE",0.05,0.01,0.005,447,3394.572,522.599,1274.97399999998,1602.31499999998,791.495999999963,2814.75859022141,339.570000000005,3776.9,76.6000000000001,-155955179.390523,0.99646608884871,0.913082128622861,21,9,2999968,2,0.7,0.91304347826087,3.00002300017633e-06
14,14,"AFI",0.05,0.01,0.005,452,2654.308,521.913,522.26,852.245000000004,798.030000000026,2074.92488789558,342.652999999991,3566,76.9000000000001,-155955179.455813,0.996463914919,0.913082068004013,21,9,2999968,2,0.7,0.91304347826087,3.00002300017633e-06
14,14,"AFIO",0.05,0.01,0.005,452,2425.161,522.181999999999,535.682000000008,867.059000000007,799.757999999985,1844.84720230103,96.1310000000049,3634,76.9000000000001,-155955179.455813,0.996463914919,0.913082068004013,21,9,2999968,2,0.7,0.91304347826087,3.00002300017633e-06
14,14,"RF",0.05,0.01,0.005,448,3647.668,522.263,1564.24199999999,1892.71700000003,792.993000000012,3068.44522833824,340.596999999996,3983.5,76.7,-155955179.376382,0.996472451216329,0.913082229954871,21,9,2999968,2,0.7,0.91304347826087,3.00002300017633e-06
14,14,"Vanilla",0.05,0.01,0.005,446,5000.034,522.402,2915.989,3244.68700000001,790.439000000022,4417.17716312408,339.670000000001,3945.3,77.0999999999999,-155955179.387539,0.996472857016541,0.91308226136896,21,8,2999969,2,0.724137931034483,0.91304347826087,2.66668711126785e-06
15,15,"AFE",0.05,0.01,0.005,448,3407.911,522.094000000001,1280.55600000002,1611.08100000003,794.954000000029,2829.1041636467,342.231999999984,3776.9,76.7,-155943191.853292,0.99483886880273,0.652878342191581,29,17,2999944,10,0.630434782608696,0.743589743589744,5.66674033429101e-06
15,15,"AFI",0.05,0.01,0.005,453,2659.824,522.1,521.279999999993,854.465999999977,800.287000000026,2081.08805775642,344.771000000001,3566,77,-155943184.889738,0.996100667257392,0.699333650320189,30,16,2999945,9,0.652173913043478,0.769230769230769,5.33340266756801e-06
15,15,"AFIO",0.05,0.01,0.005,453,2427.533,522.473,532.980000000045,866.885000000018,801.712999999945,1848.11667084694,97.5180000000091,3566,77,-155943184.889738,0.996100667257392,0.699333650320189,30,16,2999945,9,0.652173913043478,0.769230769230769,5.33340266756801e-06
15,15,"RF",0.05,0.01,0.005,463,3682.909,522.651,1545.39,1886.093,820.605000000008,3103.46791744232,353.739000000008,3983.5,77.7,-155943200.792744,0.995362320052041,0.652470760946539,29,18,2999943,10,0.617021276595745,0.743589743589744,6.00007800101401e-06
15,15,"Vanilla",0.05,0.01,0.005,447,4922.791,522.504,2828.328,3160.85199999999,792.37199999999,4339.35504174232,343.980999999993,3945.3,77.2,-155943205.229296,0.996060534257031,0.653032693458463,29,17,2999944,10,0.630434782608696,0.743589743589744,5.66674033429101e-06
16,16,"AFE",0.05,0.01,0.005,448,3314.105,521.754999999999,1202.87499999996,1528.04799999998,789.54200000001,2735.71752929688,337.107999999995,3776.9,76.7,-155932921.307213,0.999082779116141,0.836622055783686,16,9,2999974,1,0.64,0.941176470588235,3.00001700009633e-06
16,16,"AFI",0.05,0.01,0.005,452,2641.134,521.712000000001,514.249999999998,843.021000000024,796.317000000006,2061.91416239738,340.958000000008,3566,76.9000000000001,-155932921.410546,0.999081896758199,0.836622035842267,16,9,2999974,1,0.64,0.941176470588235,3.00001700009633e-06
16,16,"AFIO",0.05,0.01,0.005,452,2382.373,521.699999999999,503.539000000017,831.924000000023,796.74599999995,1803.56429743767,93.4990000000253,3634,76.9000000000001,-155932921.410546,0.999081896758199,0.836622035842267,16,9,2999974,1,0.64,0.941176470588235,3.00001700009633e-06
16,16,"RF",0.05,0.01,0.005,447,3504.029,521.788,1435.614,1760.154,787.706999999993,2925.56974887848,335.97700000001,3983.5,76.6000000000001,-155932921.454573,0.999084896775199,0.836622103799032,16,9,2999974,1,0.64,0.941176470588235,3.00001700009633e-06
16,16,"Vanilla",0.05,0.01,0.005,447,4804.494,521.464,2728.338,3054.69999999999,788.734,4222.90190029144,337.376000000001,3945.3,77.2,-155932921.303005,0.999084916383154,0.836622104242225,16,9,2999974,1,0.64,0.941176470588235,3.00001700009633e-06
17,17,"AFE",0.05,0.01,0.005,447,3427.501,522.125,1302.69100000001,1631.83799999998,791.637999999975,2847.93642258644,342.930999999993,3776.9,76.6000000000001,-155916737.616909,0.993624052567012,0.83365753674033,21,14,2999963,2,0.6,0.91304347826087,4.66670244471874e-06
17,17,"AFI",0.05,0.01,0.005,451,2672.713,522.084000000001,537.414000000002,869.471999999994,796.624999999996,2092.62226104736,344.736999999994,3566,76.9000000000001,-155916737.748511,0.993629356955505,0.833657544836604,21,14,2999963,2,0.6,0.91304347826087,4.66670244471874e-06
17,17,"AFIO",0.05,0.01,0.005,451,2428.16,523.346,541.213999999987,873.538999999979,797.95400000004,1846.55800247192,93.7149999999983,3634,76.9000000000001,-155916737.748511,0.993629356955505,0.833657544836604,21,14,2999963,2,0.6,0.91304347826087,4.66670244471874e-06
17,17,"RF",0.05,0.01,0.005,447,3655.564,522.493,1569.87900000003,1900.07800000003,791.32600000002,3076.75594329834,343.094000000014,3983.5,76.6000000000001,-155916737.607596,0.993633429450495,0.83365755081367,21,14,2999963,2,0.6,0.91304347826087,4.66670244471874e-06
17,17,"Vanilla",0.05,0.01,0.005,446,5022.753,522.394,2931.318,3262.534,791.108000000003,4439.59634160995,343.568999999999,3945.3,77.0999999999999,-155916737.614249,0.993633777279249,0.833657551193389,21,14,2999963,2,0.6,0.91304347826087,4.66670244471874e-06
19,19,"AFE",0.05,0.01,0.005,448,3308.397,521.655000000001,1199.77699999999,1524.61700000003,788.640000000005,2729.54669761658,336.065000000011,3776.9,76.7,-155940656.669242,0.999946520262883,0.890387527990502,30,11,2999957,2,0.731707317073171,0.9375,3.66670577819497e-06
19,19,"AFI",0.05,0.01,0.005,451,2612.865,521.597,494.837,822.200999999985,793.558999999981,2034.46423912048,338.073999999984,3566,76.9000000000001,-155940656.775454,0.999946436928661,0.890387224806434,30,11,2999957,2,0.731707317073171,0.9375,3.66670577819497e-06
19,19,"AFIO",0.05,0.01,0.005,451,2369.134,521.666000000001,494.643999999926,821.802000000012,794.03099999997,1790.30892300606,94.0739999999932,3634,76.9000000000001,-155940656.775454,0.999946436928661,0.890387224806434,30,11,2999957,2,0.731707317073171,0.9375,3.66670577819497e-06
19,19,"RF",0.05,0.01,0.005,447,3562.537,521.803000000001,1491.129,1816.696,787.773000000049,2983.12218642235,337.139999999974,3983.5,76.6000000000001,-155940656.673814,0.999946624430661,0.890387908312709,30,11,2999957,2,0.731707317073171,0.9375,3.66670577819497e-06
19,19,"Vanilla",0.05,0.01,0.005,447,4815.651,521.452,2739.287,3065.95399999999,788.151999999998,4234.05916619301,338.148,3945.3,77.2,-155940656.666452,0.99994658276355,0.890387756004406,30,11,2999957,2,0.731707317073171,0.9375,3.66670577819497e-06
20,20,"AFE",0.05,0.01,0.005,447,3380.742,522.090999999999,1253.401,1583.82700000001,792.527999999989,2801.97780919075,343.866000000013,3776.9,76.6000000000001,-155925495.851821,0.998925335859689,0.936525407316362,33,9,2999957,1,0.785714285714286,0.970588235294118,3.00003400038534e-06
20,20,"AFI",0.05,0.01,0.005,451,2675.881,522.690000000001,539.883999999982,872.303000000002,796.879000000001,2095.67630147934,344.91500000001,3566,76.9000000000001,-155925495.927425,0.998925129975002,0.93652540559447,33,9,2999957,1,0.785714285714286,0.970588235294118,3.00003400038534e-06
20,20,"AFIO",0.05,0.01,0.005,451,2444.939,522.183999999999,554.908999999987,888.603000000026,799.77900000002,1865.21566581726,94.8799999999846,3634,76.9000000000001,-155925495.927425,0.998925129975002,0.93652540559447,33,9,2999957,1,0.785714285714286,0.970588235294118,3.00003400038534e-06
20,20,"RF",0.05,0.01,0.005,447,3575.65,522.394,1489.616,1819.70800000001,792.402000000008,2996.38344168663,342.366000000002,3983.5,76.6000000000001,-155925495.841932,0.998927296666225,0.936525423739442,33,9,2999957,1,0.785714285714286,0.970588235294118,3.00003400038534e-06
20,20,"Vanilla",0.05,0.01,0.005,446,5020.84,522.349,2929.052,3260.85999999998,790.809000000008,4437.85634112358,343.800999999997,3945.3,77.0999999999999,-155925495.849469,0.998927355490421,0.936525424236453,33,9,2999957,1,0.785714285714286,0.970588235294118,3.00003400038534e-06
21,21,"AFE",0.05,0.01,0.005,446,3425.541,522.041999999999,1295.29700000001,1622.64400000002,801.560999999994,2845.66598701477,340.356000000027,3776.9,76.5,-155923051.511235,0.997344607154315,0.664376457527453,26,10,2999957,7,0.722222222222222,0.787878787878788,3.33337000040334e-06
21,21,"AFI",0.05,0.01,0.005,451,2667.472,522.059000000001,529.000999999993,858.572999999995,807.693000000025,2088.46559429169,341.297000000002,3566,76.9000000000001,-155923051.599587,0.997344102098254,0.664376435178448,26,10,2999957,7,0.722222222222222,0.787878787878788,3.33337000040334e-06
21,21,"AFIO",0.05,0.01,0.005,451,2416.087,522.459000000001,521.88599999999,851.604999999992,809.225000000002,1836.52525448799,94.9099999999653,3634,76.9000000000001,-155923051.599587,0.997344102098254,0.664376435178448,26,10,2999957,7,0.722222222222222,0.787878787878788,3.33337000040334e-06
21,21,"RF",0.05,0.01,0.005,446,3647.554,522.481,1556.67100000002,1884.28099999998,801.550999999971,3068.19099211693,340.493000000003,3983.5,76.5,-155923051.500647,0.997348203153467,0.66439217413795,26,10,2999957,7,0.722222222222222,0.787878787878788,3.33337000040334e-06
21,21,"Vanilla",0.05,0.01,0.005,446,5006.182,522.36,2904.82,3235.47199999999,802.595999999991,4423.23422265053,342.967999999998,3945.3,77.0999999999999,-155923051.498434,0.997348465782618,0.664392179820657,26,10,2999957,7,0.722222222222222,0.787878787878788,3.33337000040334e-06
23,23,"AFE",0.05,0.01,0.005,449,1283.396,196.705,461.049,605.593000000015,279.860000000016,1065.25565218925,148.659999999997,3776.9,76.7,-155920384.194096,0.999999401701624,0.977431750208435,38,11,2999950,1,0.775510204081633,0.974358974358974,3.66671433395301e-06
23,23,"AFI",0.05,0.01,0.005,454,1027.018,196.698,198.929000000012,344.623000000003,282.300000000002,808.671085596085,150.367999999979,3566,77.1000000000001,-155920384.280843,0.999999401701624,0.977431750208435,38,11,2999950,1,0.775510204081633,0.974358974358974,3.66671433395301e-06
23,23,"AFIO",0.05,0.01,0.005,454,916.343,196.754,198.139999999997,343.476999999979,281.606000000013,697.99344086647,41.8129999999937,3634,77.1000000000001,-155920384.280843,0.999999401701624,0.977431750208435,38,11,2999950,1,0.775510204081633,0.974358974358974,3.66671433395301e-06
23,23,"RF",0.05,0.01,0.005,449,1352.565,196.446,545.374000000003,689.198000000006,280.283000000008,1134.34543418884,148.696999999998,3983.5,76.7,-155920384.184045,0.999999401701624,0.977431750208435,38,11,2999950,1,0.775510204081633,0.974358974358974,3.66671433395301e-06
23,23,"Vanilla",0.05,0.01,0.005,449,1646.727,159.55,936.942999999999,1069.166,247.487999999999,1468.40215945244,137.039000000001,3945.3,77.3,-155920384.181214,0.999999401701624,0.977431750208435,38,11,2999950,1,0.775510204081633,0.974358974358974,3.66671433395301e-06
24,24,"AFE",0.05,0.01,0.005,448,1289.076,196.719,465.697999999999,610.206000000001,279.393999999988,1070.40848922729,149.731999999998,3776.9,76.7,-155922639.973393,0.99925105498789,0.771430975080241,24,13,2999960,3,0.648648648648649,0.888888888888889,4.33337233368434e-06
24,24,"AFI",0.05,0.01,0.005,453,1023.644,196.639999999999,194.152999999999,340.090000000001,282.148000000011,805.190008163452,151.603999999997,3566,77,-155922640.085379,0.999251425361594,0.77143106609749,24,13,2999960,3,0.648648648648649,0.888888888888889,4.33337233368434e-06
24,24,"AFIO",0.05,0.01,0.005,453,913.791,196.679,197.560000000007,342.758000000004,280.767000000008,695.34504199028,40.7230000000009,3634,77,-155922640.085379,0.999251425361594,0.77143106609749,24,13,2999960,3,0.648648648648649,0.888888888888889,4.33337233368434e-06
24,24,"RF",0.05,0.01,0.005,448,1356.584,196.544,547.442000000003,691.840000000001,280.134000000004,1138.04384279251,149.723000000001,3983.5,76.7,-155922639.964496,0.999252474753754,0.771431331487066,24,13,2999960,3,0.648648648648649,0.888888888888889,4.33337233368434e-06
24,24,"Vanilla",0.05,0.01,0.005,447,1691.368,159.476,982.607,1114.098,247.363999999997,1513.04475593567,136.866,3945.3,77.2,-155922639.970076,0.999252672286396,0.771431459993425,24,13,2999960,3,0.648648648648649,0.888888888888889,4.33337233368434e-06
25,25,"AFE",0.05,0.01,0.005,469,1219.828,181.022,450.300999999999,598.587999999996,233.260000000007,1019.16067957878,157.193000000003,3764.3,78.1000000000001,-155926858.812446,0.99655826413278,0.787823495685419,22,6,2999970,2,0.785714285714286,0.916666666666667,2.000016000128e-06
25,25,"AFI",0.05,0.01,0.005,479,1005.676,164.371,244.371000000002,394.746000000011,236.896999999996,821.936586618423,159.596,3553.8,78.8000000000002,-155926858.863105,0.996530291686778,0.787822983507059,22,6,2999970,2,0.785714285714286,0.916666666666667,2.000016000128e-06
25,25,"AFIO",0.05,0.01,0.005,479,806.968,158.221,165.902000000001,316.458000000011,234.142999999994,630.03942155838,48.6430000000037,3553.8,78.8000000000002,-155926858.863105,0.996530291686778,0.787822983507059,22,6,2999970,2,0.785714285714286,0.916666666666667,2.000016000128e-06
25,25,"RF",0.05,0.01,0.005,448,1436.709,163.918,706.858,854.690999999991,225.130999999988,1253.25573778152,157.638000000005,3983.5,76.7,-155926877.34913,0.996571528127781,0.749861357648064,22,9,2999967,2,0.709677419354839,0.916666666666667,3.000024000192e-06
25,25,"Vanilla",0.05,0.01,0.005,470,1943.047,159.307,1226.786,1367.478,233.791000000003,1765.05859231949,148.605999999998,3945.3,78.7,-155926858.800328,0.99656880588378,0.787823775424672,22,6,2999970,2,0.785714285714286,0.916666666666667,2.000016000128e-06
